Day,Meal Type,Food,Regional Type,Food Type,Trimester
Tuesday,Breakfast,(chikoo),North Indian,Veg,Trimester 3
Tuesday,Snack1,Vegetable khichdi,North Indian,Veg,Trimester 3
Tuesday,Snack1,Spring onion (haripyaaz),North Indian,Veg,Trimester 3
Tuesday,Snack1,raita,North Indian,Veg,Trimester 3
Tuesday,Lunch,Jal jeera,North Indian,Veg,Trimester 3
Tuesday,Lunch,Sweet potato,North Indian,Veg,Trimester 3
Tuesday,Lunch,(shakarkandi),North Indian,Veg,Trimester 3
Tuesday,Lunch,chaat,North Indian,Veg,Trimester 3
Wednesday,Breakfast,Fig(anjeer),North Indian,Veg,Trimester 3
Wednesday,Snack1,Kadhi,North Indian,Veg,Trimester 3
Wednesday,Snack1,Cumin potato(jeeraaloo),North Indian,Veg,Trimester 3
Wednesday,Snack1,sabzi,North Indian,Veg,Trimester 3
Wednesday,Snack1,Rice,North Indian,Veg,Trimester 3
Wednesday,Lunch,Banana(kela),North Indian,Veg,Trimester 3
Wednesday,Lunch,milkshake,North Indian,Veg,Trimester 3
Thursday,Breakfast,Apple (seb),North Indian,Veg,Trimester 3
Thursday,Snack1,Mustard greens (sarson,North Indian,Veg,Trimester 3
Thursday,Snack1,saag),North Indian,Veg,Trimester 3
Thursday,Snack1,Jaggery(gur),North Indian,Veg,Trimester 3
Thursday,Snack1,Makkikiroti,North Indian,Veg,Trimester 3
Thursday,Lunch,Lemonade,North Indian,Veg,Trimester 3
Thursday,Lunch,(nimbupani),North Indian,Veg,Trimester 3
Thursday,Lunch,Mixed,North Indian,Veg,Trimester 3
Thursday,Lunch,vegetable cutlet,North Indian,Veg,Trimester 3
Friday,Breakfast,Grapes,North Indian,Veg,Trimester 3
Friday,Breakfast,(angoor),North Indian,Veg,Trimester 3
Friday,Snack1,Rotiwrap with mushroom,North Indian,Veg,Trimester 3
Friday,Snack1,(khumb) masala,North Indian,Veg,Trimester 3
Friday,Snack1,Beetroot (chukandar) sabzi,North Indian,Veg,Trimester 3
Friday,Snack1,Coriander (dhaniya),North Indian,Veg,Trimester 3
Friday,Snack1,chutney,North Indian,Veg,Trimester 3
Friday,Lunch,Buttermilk,North Indian,Veg,Trimester 3
Friday,Lunch,(chhaach),North Indian,Veg,Trimester 3
Friday,Lunch,Steamed green,North Indian,Veg,Trimester 3
Friday,Lunch,gram(hari,North Indian,Veg,Trimester 3
Friday,Lunch,moong),North Indian,Veg,Trimester 3
Friday,Lunch,sproutssalad,North Indian,Veg,Trimester 3
Saturday,Breakfast,Watermelon,North Indian,Veg,Trimester 3
Saturday,Breakfast,(tarbooj),North Indian,Veg,Trimester 3
Saturday,Snack1,Kidney beans(rajma),North Indian,Veg,Trimester 3
Saturday,Snack1,Okra(bhindi) sabzi,North Indian,Veg,Trimester 3
Saturday,Snack1,Curd (dahi),North Indian,Veg,Trimester 3
Saturday,Lunch,Coconut water,North Indian,Veg,Trimester 3
Saturday,Lunch,(nariyalpani),North Indian,Veg,Trimester 3
Saturday,Lunch,Carrotand,North Indian,Veg,Trimester 3
Saturday,Lunch,cucumber,North Indian,Veg,Trimester 3
Saturday,Lunch,(gajar kheera),North Indian,Veg,Trimester 3
Saturday,Lunch,sticks,North Indian,Veg,Trimester 3
